Transportas,Marsrutas,ReisoID,MasinosNumeris,Ilguma,Ilguma_new,Platuma,Platuma_new,Greitis,Azimutas,ReisoPradziaMinutemis,NuokrypisSekundemis,MatavimoLaikas,MasinosTipas,KryptiesTipas,KryptiesPavadinimas,ReisoIdGTFS
Autobusai,3G,24151690604,4650,25294763,25.294763,54720392,54.720392,3,170,364,,44497,Z,D>A,Fabijoniškės,A3G-19-1-250508-da-0600
Autobusai,3G,24151701200,4565,25263010,25.26301,54699624,54.699624,0,182,720,359,44491,KWZD,A>B,Oro uostas,A3G-20-1-250508-ab-1200
Autobusai,3G,24151711150,4569,25266069,25.266069,54698492,54.698492,21,274,710,177,44496,KWZD,B>A,Fabijoniškės,A3G-01-1-250508-ba-1150
Autobusai,3G,24151721126,4586,25241263,25.241263,54740015,54.740015,0,152,686,425,44498,KWNZD,B>A,Fabijoniškės,A3G-03-1-250508-ab-1220
Autobusai,3G,24151751205,4588,25265153,25.265153,54681943,54.681943,0,350,725,31,44496,KWNZD,B>A,Fabijoniškės,A3G-05-1-250508-ba-1210
Autobusai,3G,24151771212,4573,25269936,25.269936,54670911,54.670911,35,348,732,-99,44497,KWZD,B>A,Fabijoniškės,A3G-07-1-250508-ba-1210
Autobusai,3G,24151781136,4585,25273035,25.273035,54647582,54.647582,34,170,696,99,44498,KWNZD,A>B,Oro uostas,A3G-11-1-250508-ab-1140
Autobusai,24,24151801032,744,25243759,25.243759,54731241,54.731241,0,80,632,0,43558,KZ,A>C,Kaimelio st.,A24-04-1-250508-ca-1530
Autobusai,24,24151840650,4653,25292926,25.292926,54721038,54.721038,0,84,410,,44486,Z,D>A,Fabijoniškės,A24-07-1-250508-da-0650
Autobusai,40,24151871213,937,25247620,25.24762,54735076,54.735076,0,108,733,72,44498,Z,A>B,Centras,A40-03-1-250508-ab-1210
Autobusai,40,24151881002,936,25244099,25.244099,54731493,54.731493,0,336,602,0,44491,Z,A>A1,Kaimelio st.,A40-02-1-250508-a1a-1500
Autobusai,40,24151891201,933,25253108,25.253108,54733982,54.733982,22,326,721,281,44497,Z,B>A,Fabijoniškės,A40-05-1-250508-ba-1200
Autobusai,40,24151911151,4135,25271295,25.271295,54692330,54.69233,15,136,711,64,44494,KWZ,A>B,Centras,A40-01-1-250508-ab-1150
Autobusai,24,24151921204,4108,25255737,25.255737,54683953,54.683953,61,76,724,38,44496,KWZ,B>A,Fabijoniškės,A40-07-1-250508-ba-1200
Autobusai,24,24151931147,4134,25202539,25.202539,54644049,54.644049,0,272,707,0,44491,KWZ,A>B,Žemieji Paneriai,A40-08-1-250508-ba-1230
Autobusai,40,24151941058,986,25243884,25.243884,54731691,54.731691,0,322,658,0,43451,Z,A>A1,Kaimelio st.,A40-06-1-250508-a1a-1600
Autobusai,56,24151951132,4522,25241169,25.241169,54740341,54.740341,3,160,692,0,44500,KWZ,B>A,Fabijoniškės,A56-01-1-250508-ab-1230
Autobusai,24,24151961218,4514,25237621,25.237621,54732399,54.732399,31,148,738,16,44498,KWZ,A>B,Žemieji Paneriai,A56-02-1-250508-ab-1220
Autobusai,56,24151971159,4535,25278895,25.278895,54690370,54.69037,0,126,719,276,44498,KWZ,B>A,Fabijoniškės,A56-03-1-250508-ba-1200
Autobusai,56,24151981148,976,25268646,25.268646,54694165,54.694165,46,316,708,214,44493,Z,A>B,Vilkpėdė,A56-04-1-250508-ab-1150
Autobusai,87,24152001114,4526,25245211,25.245211,54717151,54.717151,0,262,674,0,44489,KWZ,A>B,Šeškinė,A87-01-1-250508-ba-1230
Autobusai,87,24152011147,4515,25236190,25.23619,54808486,54.808486,28,96,707,192,44493,KWZ,B>A,Ateities g.,A87-02-1-250508-ba-1150
Autobusai,87,24152031108,947,25266928,25.266928,54735958,54.735958,0,322,668,0,44494,Z,B>A,Ateities g.,A87-04-1-250508-ab-1230
Autobusai,87,24152041209,945,25227488,25.227488,54739512,54.739512,0,320,729,75,44494,Z,B>A,Ateities g.,A87-05-1-250508-ba-1210
Autobusai,87,24152051130,962,25219671,25.219671,54745310,54.74531,0,140,690,293,44489,Z,A>B,Šeškinė,A87-06-1-250508-ab-1130
Autobusai,87,24152061127,985,25276692,25.276692,54742311,54.742311,39,196,687,7,44495,Z,B>A,Ateities g.,A87-07-1-250508-ba-1130
Autobusai,87,24152071202,943,25272598,25.272598,54781386,54.781386,24,338,722,92,44497,Z,A>B,Šeškinė,A87-08-1-250508-ab-1200
Autobusai,87,24152081215,977,25276644,25.276644,54741366,54.741366,49,6,735,155,44497,Z,A>B,Šeškinė,A87-09-1-250508-ab-1220
